Time,machine,slice,direction,Source,Destination,Length
5818.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,72.36
5818.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,65.2
5818.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,59.93
5819.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,70.7
5821.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,64.78
5822.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,59.87
5822.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,52.47
5822.0,M3,eMBB,UL,10.0.0.3,192.168.0.1,770.14
5822.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,74.28
5823.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,69.53
5825.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,63.38
5825.0,M3,eMBB,DL,192.168.0.1,10.0.0.3,232.71
5825.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,1081.72
5826.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,73.55
5827.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,66.79
5828.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,63.8
5828.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,60.0
5830.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,73.18
5832.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,70.06
5832.0,M3,eMBB,DL,192.168.0.1,10.0.0.3,547.65
5832.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,615.79
5833.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,62.84
5834.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,49.93
5834.0,M3,eMBB,DL,192.168.0.1,10.0.0.3,331.65
5835.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,55.53
5836.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,67.59
5837.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,71.23
5838.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,71.58
5838.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,72.43
5838.0,M3,eMBB,DL,192.168.0.1,10.0.0.3,596.59
5840.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,59.47
5840.0,M3,eMBB,UL,10.0.0.3,192.168.0.1,272.79
5841.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,80.29
5843.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,69.44
5843.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,70.91
5843.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,55.3
5843.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,72.09
5845.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,55.94
5845.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,72.99
5845.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,20.0
5847.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,74.34
5847.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,62.83
5847.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,64.46
5849.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,61.6
5851.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,54.54
5851.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,50.83
5851.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,391.23
5851.0,M5,mMTC,UL,10.0.0.5,192.168.0.1,100.0
5852.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,63.01
5852.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,271.02
5854.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,62.08
5854.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,88.98
5855.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,61.46
5857.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,63.0
5858.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,60.26
5858.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,67.65
5858.0,M3,eMBB,DL,192.168.0.1,10.0.0.3,274.83
5860.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,62.37
5861.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,60.78
5863.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,69.01
5865.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,66.16
5866.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,65.37
5867.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,64.74
5869.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,53.52
5869.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,67.85
5869.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,62.73
5869.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,72.27
5870.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,79.06
5872.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,69.97
5872.0,M3,eMBB,DL,192.168.0.1,10.0.0.3,204.22
5872.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,56.5
5872.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,73.17
5874.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,68.58
5874.0,M3,eMBB,DL,192.168.0.1,10.0.0.3,420.19
5875.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,62.58
5875.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,62.14
5876.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,78.03
5877.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,65.03
5877.0,M3,eMBB,UL,10.0.0.3,192.168.0.1,519.03
5878.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,71.49
5878.0,M5,mMTC,UL,10.0.0.5,192.168.0.1,40.0
5879.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,54.05
5879.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,76.84
5879.0,M3,eMBB,UL,10.0.0.3,192.168.0.1,495.94
5880.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,71.12
5881.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,55.88
5881.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,65.19
5881.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,20.0
5882.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,54.69
5882.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,64.1
5882.0,M5,mMTC,UL,10.0.0.5,192.168.0.1,40.0
5884.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,55.75
5884.0,M3,eMBB,DL,192.168.0.1,10.0.0.3,309.76
5885.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,70.41
5886.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,61.15
5886.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,72.29
5888.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,57.91
5888.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,54.73
5888.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,100.0
5890.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,61.39
5890.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,53.98
5890.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,57.6
5890.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,63.04
5890.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,353.21
5890.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,20.0
5892.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,75.39
5892.5,M3,eMBB,DL,192.168.0.1,10.0.0.3,472.49
5892.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,348.52
5894.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,58.31
5894.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,75.04
5894.0,M5,mMTC,UL,10.0.0.5,192.168.0.1,40.0
5895.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,62.63
5895.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,61.26
5896.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,79.15
5896.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,56.74
5898.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,59.54
5898.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,63.12
5900.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,61.49
5901.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,74.04
5901.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,589.46
5903.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,71.09
5903.0,M3,eMBB,DL,192.168.0.1,10.0.0.3,176.84
5903.0,M5,mMTC,UL,10.0.0.5,192.168.0.1,20.0
5905.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,72.95
5905.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,61.48
5905.0,M5,mMTC,UL,10.0.0.5,192.168.0.1,40.0
5906.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,58.1
5908.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,63.19
5909.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,60.76
5909.5,M3,eMBB,DL,192.168.0.1,10.0.0.3,498.43
5911.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,79.01
5912.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,70.66
5912.0,M3,eMBB,UL,10.0.0.3,192.168.0.1,696.53
5912.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,50.15
5912.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,55.42
5914.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,78.88
5914.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,60.0
5915.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,62.11
5915.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,57.42
5917.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,60.07
5917.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,499.69
5918.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,60.83
5918.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,62.35
5918.5,M3,eMBB,DL,192.168.0.1,10.0.0.3,190.94
5918.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,40.0
5920.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,62.07
5920.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,73.0
5920.5,M3,eMBB,UL,10.0.0.3,192.168.0.1,253.74
5922.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,67.58
5922.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,42.01
5923.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,64.78
5925.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,64.85
5925.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,55.74
5925.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,65.49
5925.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,74.74
5927.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,54.47
5928.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,52.81
5928.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,69.31
5930.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,63.17
5930.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,62.08
6430.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,65.06
6430.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,47.32
6430.0,M5,mMTC,UL,10.0.0.5,192.168.0.1,40.0
6480.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,60.93
6480.0,M5,mMTC,UL,10.0.0.5,192.168.0.1,60.0
6530.0,M5,mMTC,UL,10.0.0.5,192.168.0.1,20.0
6531.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,64.61
6532.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,50.64
6532.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,64.78
6532.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,61.25
6532.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,248.08
6533.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,73.67
6533.0,M3,eMBB,DL,192.168.0.1,10.0.0.3,299.91
6533.0,M5,mMTC,UL,10.0.0.5,192.168.0.1,40.0
6534.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,58.11
6534.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,67.05
6534.0,M5,mMTC,UL,10.0.0.5,192.168.0.1,60.0
6535.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,73.59
6535.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,921.69
6537.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,56.8
6539.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,69.75
6539.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,58.76
6541.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,52.68
6543.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,67.35
6543.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,169.55
6544.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,65.26
6544.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,67.21
6544.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,332.05
6545.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,58.09
6545.0,M3,eMBB,DL,192.168.0.1,10.0.0.3,212.84
6546.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,64.88
6546.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,69.4
6546.0,M3,eMBB,DL,192.168.0.1,10.0.0.3,291.83
6548.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,71.94
6550.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,58.91
6550.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,70.42
6550.0,M5,mMTC,UL,10.0.0.5,192.168.0.1,60.0
6550.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,67.77
6550.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,55.68
6552.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,54.19
6552.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,56.81
6552.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,292.82
6553.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,66.86
6553.0,M5,mMTC,UL,10.0.0.5,192.168.0.1,60.0
6554.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,57.4
6554.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,64.48
6556.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,60.47
6556.0,M5,mMTC,UL,10.0.0.5,192.168.0.1,100.0
6558.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,68.06
6558.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,60.47
6560.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,66.27
6560.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,72.46
6560.0,M3,eMBB,DL,192.168.0.1,10.0.0.3,669.38
6561.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,68.35
6562.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,64.8
6562.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,57.28
6563.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,62.98
6565.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,74.94
6565.5,M3,eMBB,DL,192.168.0.1,10.0.0.3,648.31
6565.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,20.0
6567.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,63.84
6567.5,M3,eMBB,DL,192.168.0.1,10.0.0.3,378.6
6569.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,59.97
6569.0,M4,eMBB,UL,10.0.0.4,192.168.0.1,1092.14
6570.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,72.45
6571.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,52.9
6571.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,62.32
6572.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,69.24
6572.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,495.99
6574.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,64.63
6574.0,M5,mMTC,DL,192.168.0.1,10.0.0.5,20.0
6576.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,60.05
6576.0,M5,mMTC,UL,10.0.0.5,192.168.0.1,60.0
6577.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,55.13
6577.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,55.81
6578.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,57.15
6580.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,77.33
6582.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,59.97
6583.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,51.5
6583.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,65.18
6583.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,453.02
6585.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,63.12
6585.0,M3,eMBB,DL,192.168.0.1,10.0.0.3,714.45
6586.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,64.1
6587.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,61.25
6587.0,M3,eMBB,DL,192.168.0.1,10.0.0.3,226.62
6588.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,74.33
6588.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,953.01
6590.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,71.25
6591.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,52.55
6591.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,52.52
6591.0,M4,eMBB,UL,10.0.0.4,192.168.0.1,462.16
6591.0,M5,mMTC,UL,10.0.0.5,192.168.0.1,60.0
6592.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,78.71
6593.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,75.11
6594.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,58.91
6594.0,M3,eMBB,DL,192.168.0.1,10.0.0.3,380.46
6594.0,M5,mMTC,UL,10.0.0.5,192.168.0.1,20.0
6595.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,56.86
6595.5,M3,eMBB,DL,192.168.0.1,10.0.0.3,235.86
6596.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,68.11
6596.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,53.45
6596.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,58.63
6596.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,56.37
6598.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,73.85
6598.5,M3,eMBB,DL,192.168.0.1,10.0.0.3,328.91
6599.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,74.57
6599.0,M4,eMBB,UL,10.0.0.4,192.168.0.1,519.43
6599.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,74.7
6601.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,58.54
6601.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,61.28
6602.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,68.38
6604.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,72.96
6604.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,40.0
6606.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,62.57
6606.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,55.5
6606.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,383.35
6607.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,56.36
6607.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,69.5
6609.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,57.41
6611.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,70.11
6611.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,51.94
6613.0,M1,URLLC,UL,10.0.0.1,192.168.0.1,50.54
6613.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,68.87
6613.0,M5,mMTC,UL,10.0.0.5,192.168.0.1,40.0
6615.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,69.15
6615.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,67.4
6616.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,65.7
6616.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,58.13
6617.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,67.26
6617.5,M3,eMBB,DL,192.168.0.1,10.0.0.3,512.62
6617.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,564.77
6619.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,68.5
6620.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,65.96
6620.0,M5,mMTC,DL,192.168.0.1,10.0.0.5,20.0
6621.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,65.74
6621.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,73.66
6621.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,614.64
6622.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,68.92
6624.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,60.49
6624.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,79.55
6625.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,69.36
6625.5,M3,eMBB,DL,192.168.0.1,10.0.0.3,334.66
6626.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,57.54
6626.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,77.42
6626.5,M3,eMBB,DL,192.168.0.1,10.0.0.3,343.11
6628.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,59.24
6628.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,59.67
6629.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,54.02
6629.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,66.32
6629.0,M3,eMBB,DL,192.168.0.1,10.0.0.3,250.18
6629.0,M5,mMTC,UL,10.0.0.5,192.168.0.1,20.0
6631.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,58.2
6632.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,52.65
6632.0,M5,mMTC,UL,10.0.0.5,192.168.0.1,20.0
6632.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,68.14
6632.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,255.21
6634.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,56.81
6635.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,74.34
6635.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,74.19
6635.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,20.0
6636.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,69.91
6636.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,68.26
6637.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,69.84
6639.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,68.41
6640.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,59.67
6640.5,M4,eMBB,DL,192.168.0.1,10.0.0.4,329.94
6642.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,61.62
6642.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,74.35
6642.0,M3,eMBB,DL,192.168.0.1,10.0.0.3,262.72
6644.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,57.81
6644.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,66.71
6646.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,63.59
6648.0,M1,URLLC,DL,192.168.0.1,10.0.0.1,61.99
6648.0,M2,URLLC,UL,10.0.0.2,192.168.0.1,60.46
6648.0,M3,eMBB,DL,192.168.0.1,10.0.0.3,211.4
6648.0,M5,mMTC,UL,10.0.0.5,192.168.0.1,40.0
6649.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,53.84
6649.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,303.2
6649.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,58.61
6649.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,70.19
6649.5,M3,eMBB,DL,192.168.0.1,10.0.0.3,163.51
6651.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,60.81
6652.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,64.74
6652.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,66.64
6654.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,57.5
6656.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,61.86
6656.0,M3,eMBB,DL,192.168.0.1,10.0.0.3,472.23
6656.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,57.48
6656.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,80.38
6656.5,M3,eMBB,UL,10.0.0.3,192.168.0.1,218.01
6658.0,M2,URLLC,DL,192.168.0.1,10.0.0.2,66.68
6658.0,M4,eMBB,DL,192.168.0.1,10.0.0.4,354.77
6658.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,63.2
6659.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,56.13
6759.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,40.0
6959.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,51.38
6959.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,60.0
7459.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,76.25
7459.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,20.0
7559.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,60.0
7609.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,57.32
7609.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,40.0
7659.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,53.43
7659.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,57.92
7659.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,60.0
7759.5,M5,mMTC,DL,192.168.0.1,10.0.0.5,20.0
7859.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,20.0
7959.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,58.48
7959.5,M5,mMTC,DL,192.168.0.1,10.0.0.5,20.0
8159.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,62.01
8159.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,59.52
8159.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,60.0
8659.5,M3,eMBB,DL,192.168.0.1,10.0.0.3,835.13
8659.5,M5,mMTC,DL,192.168.0.1,10.0.0.5,20.0
8759.5,M5,mMTC,UL,10.0.0.5,192.168.0.1,20.0
8764.5,M1,URLLC,UL,10.0.0.1,192.168.0.1,62.35
8764.5,M3,eMBB,DL,192.168.0.1,10.0.0.3,413.47
8794.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,68.22
8794.5,M3,eMBB,UL,10.0.0.3,192.168.0.1,251.9
8814.5,M1,URLLC,DL,192.168.0.1,10.0.0.1,59.29
8814.5,M3,eMBB,UL,10.0.0.3,192.168.0.1,747.08
8824.5,M2,URLLC,DL,192.168.0.1,10.0.0.2,74.01
8824.5,M3,eMBB,DL,192.168.0.1,10.0.0.3,729.0
8829.5,M3,eMBB,DL,192.168.0.1,10.0.0.3,403.24
8829.5,M4,eMBB,UL,10.0.0.4,192.168.0.1,525.21
8849.5,M2,URLLC,UL,10.0.0.2,192.168.0.1,68.8
8849.5,M3,eMBB,DL,192.168.0.1,10.0.0.3,422.13
